Date,Open,High,Low,Close*,Adj. close**,Volume
2018-01-23,"2,835.05","2,842.24","2,830.59","2,839.13","2,839.13","3,51,96,50,000"
2018-01-22,"2,809.16","2,833.03","2,808.12","2,832.97","2,832.97","3,47,17,80,000"
2018-01-19,"2,802.60","2,810.33","2,798.08","2,810.30","2,810.30","3,63,94,30,000"
2018-01-18,"2,802.40","2,805.83","2,792.56","2,798.03","2,798.03","3,68,14,70,000"
2018-01-17,"2,784.99","2,807.04","2,778.38","2,802.56","2,802.56","3,77,80,50,000"
2018-01-16,"2,798.96","2,807.54","2,768.64","2,776.42","2,776.42","4,32,59,70,000"
2018-01-12,"2,770.18","2,787.85","2,769.64","2,786.24","2,786.24","3,57,39,70,000"
2018-01-11,"2,752.97","2,767.56","2,752.78","2,767.56","2,767.56","3,64,13,20,000"
2018-01-10,"2,745.55","2,750.80","2,736.06","2,748.23","2,748.23","3,57,63,50,000"
2018-01-09,"2,751.15","2,759.14","2,747.86","2,751.29","2,751.29","3,45,34,80,000"
2018-01-08,"2,742.67","2,748.51","2,737.60","2,747.71","2,747.71","3,24,26,50,000"
2018-01-05,"2,731.33","2,743.45","2,727.92","2,743.15","2,743.15","3,23,66,20,000"
2018-01-04,"2,719.31","2,729.29","2,719.07","2,723.99","2,723.99","3,69,52,60,000"
2018-01-03,"2,697.85","2,714.37","2,697.77","2,713.06","2,713.06","3,53,86,60,000"
2018-01-02,"2,683.73","2,695.89","2,682.36","2,695.81","2,695.81","3,36,72,50,000"
2017-12-29,"2,689.15","2,692.12","2,673.61","2,673.61","2,673.61","2,44,34,90,000"
2017-12-28,"2,686.10","2,687.66","2,682.69","2,687.54","2,687.54","2,15,33,30,000"
2017-12-27,"2,682.10","2,685.64","2,678.91","2,682.62","2,682.62","2,20,20,80,000"
2017-12-26,"2,679.09","2,682.74","2,677.96","2,680.50","2,680.50","1,96,87,80,000"
2017-12-22,"2,684.22","2,685.35","2,678.13","2,683.34","2,683.34","2,39,98,30,000"
2017-12-21,"2,683.02","2,692.64","2,682.40","2,684.57","2,684.57","3,27,33,90,000"
2017-12-20,"2,688.18","2,691.01","2,676.11","2,679.25","2,679.25","3,24,10,30,000"
2017-12-19,"2,692.71","2,694.44","2,680.74","2,681.47","2,681.47","3,36,85,90,000"
2017-12-18,"2,685.92","2,694.97","2,685.92","2,690.16","2,690.16","3,72,46,60,000"
2017-12-15,"2,660.63","2,679.63","2,659.14","2,675.81","2,675.81","5,72,39,20,000"
2017-12-14,"2,665.87","2,668.09","2,652.01","2,652.01","2,652.01","3,43,00,30,000"
2017-12-13,"2,667.59","2,671.88","2,662.85","2,662.85","2,662.85","3,54,23,70,000"
2017-12-12,"2,661.73","2,669.72","2,659.78","2,664.11","2,664.11","3,55,56,80,000"
2017-12-11,"2,652.19","2,660.33","2,651.47","2,659.99","2,659.99","3,09,19,50,000"
2017-12-08,"2,646.21","2,651.65","2,644.10","2,651.50","2,651.50","3,10,61,50,000"
2017-12-07,"2,628.38","2,640.99","2,626.53","2,636.98","2,636.98","3,29,24,00,000"
2017-12-06,"2,626.24","2,634.41","2,624.75","2,629.27","2,629.27","3,22,90,00,000"
2017-12-05,"2,639.78","2,648.72","2,627.73","2,629.57","2,629.57","3,53,90,40,000"
2017-12-04,"2,657.19","2,665.19","2,639.03","2,639.44","2,639.44","4,02,31,50,000"
2017-12-01,"2,645.10","2,650.62","2,605.52","2,642.22","2,642.22","3,94,23,20,000"
2017-11-30,"2,633.93","2,657.74","2,633.93","2,647.58","2,647.58","4,93,84,90,000"
2017-11-29,"2,627.82","2,634.89","2,620.32","2,626.07","2,626.07","4,07,82,80,000"
2017-11-28,"2,605.94","2,627.69","2,605.44","2,627.04","2,627.04","3,48,84,20,000"
2017-11-27,"2,602.66","2,606.41","2,598.87","2,601.42","2,601.42","3,00,68,60,000"
2017-11-24,"2,600.42","2,604.21","2,600.42","2,602.42","2,602.42","1,34,97,80,000"
2017-11-22,"2,600.31","2,600.94","2,595.23","2,597.08","2,597.08","2,76,29,50,000"
2017-11-21,"2,589.17","2,601.19","2,589.17","2,599.03","2,599.03","3,33,27,20,000"
2017-11-20,"2,579.49","2,584.64","2,578.24","2,582.14","2,582.14","3,00,35,40,000"
2017-11-17,"2,582.94","2,583.96","2,577.62","2,578.85","2,578.85","3,30,01,60,000"
2017-11-16,"2,572.95","2,590.09","2,572.95","2,585.64","2,585.64","3,31,27,10,000"
2017-11-15,"2,569.45","2,572.84","2,557.45","2,564.62","2,564.62","3,55,88,90,000"
2017-11-14,"2,577.75","2,579.66","2,566.56","2,578.87","2,578.87","3,64,17,60,000"
2017-11-13,"2,576.53","2,587.66","2,574.48","2,584.84","2,584.84","3,40,29,30,000"
2017-11-10,"2,580.18","2,583.81","2,575.57","2,582.30","2,582.30","3,48,69,10,000"
2017-11-09,"2,584.00","2,586.50","2,566.33","2,584.62","2,584.62","3,83,16,10,000"
2017-11-08,"2,588.71","2,595.47","2,585.02","2,594.38","2,594.38","3,89,93,60,000"
2017-11-07,"2,592.11","2,597.02","2,584.35","2,590.64","2,590.64","3,80,96,50,000"
2017-11-06,"2,587.47","2,593.38","2,585.66","2,591.13","2,591.13","3,53,90,80,000"
2017-11-03,"2,581.93","2,588.42","2,576.77","2,587.84","2,587.84","3,56,77,10,000"
2017-11-02,"2,579.46","2,581.11","2,566.17","2,579.85","2,579.85","4,04,82,70,000"
2017-11-01,"2,583.21","2,588.40","2,574.92","2,579.36","2,579.36","3,81,31,80,000"
2017-10-31,"2,575.99","2,578.29","2,572.15","2,575.26","2,575.26","3,82,72,30,000"
2017-10-30,"2,577.75","2,580.03","2,568.25","2,572.83","2,572.83","3,65,88,70,000"
2017-10-27,"2,570.26","2,582.98","2,565.94","2,581.07","2,581.07","3,88,71,10,000"
2017-10-26,"2,560.08","2,567.07","2,559.80","2,560.40","2,560.40","3,86,90,50,000"
2017-10-25,"2,566.52","2,567.40","2,544.00","2,557.15","2,557.15","3,87,45,10,000"
2017-10-24,"2,568.66","2,572.18","2,565.58","2,569.13","2,569.13","3,42,73,30,000"
2017-10-23,"2,578.08","2,578.29","2,564.33","2,564.98","2,564.98","3,21,17,10,000"
2017-10-20,"2,567.56","2,575.44","2,567.56","2,575.21","2,575.21","3,38,46,50,000"
2017-10-19,"2,553.39","2,562.36","2,547.92","2,562.10","2,562.10","2,99,07,10,000"
2017-10-18,"2,562.87","2,564.11","2,559.67","2,561.26","2,561.26","2,99,80,90,000"
2017-10-17,"2,557.17","2,559.71","2,554.69","2,559.36","2,559.36","2,88,93,90,000"
2017-10-16,"2,555.57","2,559.47","2,552.64","2,557.64","2,557.64","2,91,60,20,000"
2017-10-13,"2,555.66","2,557.65","2,552.09","2,553.17","2,553.17","3,14,94,40,000"
2017-10-12,"2,552.88","2,555.33","2,548.31","2,550.93","2,550.93","3,15,15,10,000"
2017-10-11,"2,550.62","2,555.24","2,547.95","2,555.24","2,555.24","2,97,60,90,000"
2017-10-10,"2,549.99","2,555.23","2,544.86","2,550.64","2,550.64","2,96,05,00,000"
2017-10-09,"2,551.39","2,551.82","2,541.60","2,544.73","2,544.73","2,48,39,70,000"
2017-10-06,"2,547.44","2,549.41","2,543.79","2,549.33","2,549.33","2,88,45,70,000"
2017-10-05,"2,540.86","2,552.51","2,540.02","2,552.07","2,552.07","3,04,51,20,000"
2017-10-04,"2,533.48","2,540.53","2,531.80","2,537.74","2,537.74","3,01,71,20,000"
2017-10-03,"2,530.34","2,535.13","2,528.85","2,534.58","2,534.58","3,06,88,50,000"
2017-10-02,"2,521.20","2,529.23","2,520.40","2,529.12","2,529.12","3,19,97,30,000"
2017-09-29,"2,509.96","2,519.44","2,507.99","2,519.36","2,519.36","3,21,19,20,000"
2017-09-28,"2,503.41","2,510.81","2,502.93","2,510.06","2,510.06","3,16,86,20,000"
2017-09-27,"2,503.30","2,511.75","2,495.91","2,507.04","2,507.04","3,45,60,30,000"
2017-09-26,"2,501.04","2,503.51","2,495.12","2,496.84","2,496.84","3,04,31,10,000"
2017-09-25,"2,499.39","2,502.54","2,488.03","2,496.66","2,496.66","3,29,78,90,000"
2017-09-22,"2,497.26","2,503.47","2,496.54","2,502.22","2,502.22","2,86,59,60,000"
2017-09-21,"2,507.16","2,507.16","2,499.00","2,500.60","2,500.60","2,93,08,60,000"
2017-09-20,"2,506.84","2,508.85","2,496.67","2,508.24","2,508.24","3,53,00,10,000"
2017-09-19,"2,506.29","2,507.84","2,503.19","2,506.65","2,506.65","3,24,91,00,000"
2017-09-18,"2,502.51","2,508.32","2,499.92","2,503.87","2,503.87","3,19,43,00,000"
2017-09-15,"2,495.67","2,500.23","2,493.16","2,500.23","2,500.23","4,85,31,70,000"
2017-09-14,"2,494.56","2,498.43","2,491.35","2,495.62","2,495.62","3,41,44,60,000"
2017-09-13,"2,493.89","2,498.37","2,492.14","2,498.37","2,498.37","3,36,80,50,000"
2017-09-12,"2,491.94","2,496.77","2,490.37","2,496.48","2,496.48","3,23,09,20,000"
2017-09-11,"2,474.52","2,488.95","2,474.52","2,488.11","2,488.11","3,29,17,60,000"
2017-09-08,"2,462.25","2,467.11","2,459.40","2,461.43","2,461.43","3,30,24,90,000"
2017-09-07,"2,468.06","2,468.62","2,460.29","2,465.10","2,465.10","3,35,39,30,000"
2017-09-06,"2,463.83","2,469.64","2,459.20","2,465.54","2,465.54","3,37,44,10,000"
2017-09-05,"2,470.35","2,471.97","2,446.55","2,457.85","2,457.85","3,49,02,60,000"
2017-09-01,"2,474.42","2,480.38","2,473.85","2,476.55","2,476.55","2,71,07,30,000"
2017-08-31,"2,462.65","2,475.01","2,462.65","2,471.65","2,471.65","3,34,81,10,000"
2017-08-30,"2,446.06","2,460.31","2,443.77","2,457.59","2,457.59","2,63,36,60,000"
2017-08-29,"2,431.94","2,449.19","2,428.20","2,446.30","2,446.30","2,73,75,80,000"
2017-08-28,"2,447.35","2,449.12","2,439.03","2,444.24","2,444.24","2,67,77,00,000"
2017-08-25,"2,444.72","2,453.96","2,442.22","2,443.05","2,443.05","2,58,87,80,000"
2017-08-24,"2,447.91","2,450.39","2,436.19","2,438.97","2,438.97","2,84,65,90,000"
2017-08-23,"2,444.88","2,448.91","2,441.42","2,444.04","2,444.04","2,78,52,90,000"
2017-08-22,"2,433.75","2,454.77","2,433.67","2,452.51","2,452.51","2,77,74,90,000"
2017-08-21,"2,425.50","2,430.58","2,417.35","2,428.37","2,428.37","2,78,81,50,000"
2017-08-18,"2,427.64","2,440.27","2,420.69","2,425.55","2,425.55","3,41,56,80,000"
2017-08-17,"2,462.95","2,465.02","2,430.01","2,430.01","2,430.01","3,14,26,20,000"
2017-08-16,"2,468.63","2,474.93","2,463.86","2,468.11","2,468.11","2,95,36,50,000"
2017-08-15,"2,468.66","2,468.90","2,461.61","2,464.61","2,464.61","2,91,31,00,000"
2017-08-14,"2,454.96","2,468.22","2,454.96","2,465.84","2,465.84","2,82,25,50,000"
2017-08-11,"2,441.04","2,448.09","2,437.85","2,441.32","2,441.32","3,15,99,30,000"
2017-08-10,"2,465.38","2,465.38","2,437.75","2,438.21","2,438.21","3,62,10,70,000"
2017-08-09,"2,465.35","2,474.41","2,462.08","2,474.02","2,474.02","3,30,80,60,000"
2017-08-08,"2,478.35","2,490.87","2,470.32","2,474.92","2,474.92","3,34,46,40,000"
2017-08-07,"2,477.14","2,480.95","2,475.88","2,480.91","2,480.91","2,93,17,80,000"
2017-08-04,"2,476.88","2,480.00","2,472.08","2,476.83","2,476.83","3,23,51,40,000"
2017-08-03,"2,476.03","2,476.03","2,468.85","2,472.16","2,472.16","3,64,50,20,000"
2017-08-02,"2,480.38","2,480.38","2,466.48","2,477.57","2,477.57","3,47,85,80,000"
2017-08-01,"2,477.10","2,478.51","2,471.14","2,476.35","2,476.35","3,46,08,60,000"
2017-07-31,"2,475.94","2,477.96","2,468.53","2,470.30","2,470.30","3,46,92,10,000"
2017-07-28,"2,469.12","2,473.53","2,464.66","2,472.10","2,472.10","3,29,47,70,000"
2017-07-27,"2,482.76","2,484.04","2,459.93","2,475.42","2,475.42","3,99,55,20,000"
2017-07-26,"2,479.97","2,481.69","2,474.94","2,477.83","2,477.83","3,55,70,20,000"
2017-07-25,"2,477.88","2,481.24","2,474.91","2,477.13","2,477.13","4,10,80,60,000"
2017-07-24,"2,472.04","2,473.10","2,466.32","2,469.91","2,469.91","3,01,02,40,000"
2017-07-21,"2,467.40","2,472.54","2,465.06","2,472.54","2,472.54","3,05,95,70,000"
2017-07-20,"2,475.56","2,477.62","2,468.43","2,473.45","2,473.45","3,18,27,80,000"
2017-07-19,"2,463.85","2,473.83","2,463.85","2,473.83","2,473.83","3,05,97,60,000"
2017-07-18,"2,455.88","2,460.92","2,450.34","2,460.61","2,460.61","2,96,21,30,000"
2017-07-17,"2,459.50","2,462.82","2,457.16","2,459.14","2,459.14","2,79,31,70,000"
2017-07-14,"2,449.16","2,463.54","2,446.69","2,459.27","2,459.27","2,73,66,40,000"
2017-07-13,"2,444.99","2,449.32","2,441.69","2,447.83","2,447.83","3,06,76,70,000"
2017-07-12,"2,435.75","2,445.76","2,435.75","2,443.25","2,443.25","3,17,16,20,000"
2017-07-11,"2,427.35","2,429.30","2,412.79","2,425.53","2,425.53","3,10,67,50,000"
2017-07-10,"2,424.51","2,432.00","2,422.27","2,427.43","2,427.43","2,99,91,30,000"
2017-07-07,"2,413.52","2,426.92","2,413.52","2,425.18","2,425.18","2,90,13,30,000"
2017-07-06,"2,423.44","2,424.28","2,407.70","2,409.75","2,409.75","3,36,45,20,000"
2017-07-05,"2,430.78","2,434.90","2,422.05","2,432.54","2,432.54","3,36,72,20,000"
2017-07-03,"2,431.39","2,439.17","2,428.69","2,429.01","2,429.01","1,96,22,90,000"
2017-06-30,"2,429.20","2,432.71","2,421.65","2,423.41","2,423.41","3,36,15,90,000"
2017-06-29,"2,442.38","2,442.73","2,405.70","2,419.70","2,419.70","3,90,02,80,000"
2017-06-28,"2,428.70","2,442.97","2,428.02","2,440.69","2,440.69","3,50,08,00,000"
2017-06-27,"2,436.34","2,440.15","2,419.38","2,419.38","2,419.38","3,56,39,10,000"
2017-06-26,"2,443.32","2,450.42","2,437.03","2,439.07","2,439.07","3,23,89,70,000"
2017-06-23,"2,434.65","2,441.40","2,431.11","2,438.30","2,438.30","5,27,83,30,000"
2017-06-22,"2,437.40","2,441.62","2,433.27","2,434.50","2,434.50","3,46,82,10,000"
2017-06-21,"2,439.31","2,442.23","2,430.74","2,435.61","2,435.61","3,59,48,20,000"
2017-06-20,"2,450.66","2,450.66","2,436.60","2,437.03","2,437.03","3,41,65,10,000"
2017-06-19,"2,442.55","2,453.82","2,441.79","2,453.46","2,453.46","3,26,47,00,000"
2017-06-16,"2,431.24","2,433.15","2,422.88","2,433.15","2,433.15","5,28,47,20,000"
2017-06-15,"2,424.14","2,433.95","2,418.53","2,432.46","2,432.46","3,35,30,50,000"
2017-06-14,"2,443.75","2,443.75","2,428.34","2,437.92","2,437.92","3,55,55,90,000"
2017-06-13,"2,434.15","2,441.49","2,431.28","2,440.35","2,440.35","3,27,55,00,000"
2017-06-12,"2,425.88","2,430.38","2,419.97","2,429.39","2,429.39","4,02,77,50,000"
2017-06-09,"2,436.39","2,446.20","2,415.70","2,431.77","2,431.77","4,02,73,40,000"
2017-06-08,"2,434.27","2,439.27","2,427.94","2,433.79","2,433.79","3,72,88,60,000"
2017-06-07,"2,432.03","2,435.28","2,424.75","2,433.14","2,433.14","3,57,23,00,000"
2017-06-06,"2,431.92","2,436.21","2,428.12","2,429.33","2,429.33","3,35,78,40,000"
2017-06-05,"2,437.83","2,439.55","2,434.32","2,436.10","2,436.10","2,91,26,00,000"
2017-06-02,"2,431.28","2,440.23","2,427.71","2,439.07","2,439.07","3,46,16,80,000"
2017-06-01,"2,415.65","2,430.06","2,413.54","2,430.06","2,430.06","3,85,71,40,000"
2017-05-31,"2,415.63","2,415.99","2,403.59","2,411.80","2,411.80","4,51,61,10,000"
2017-05-30,"2,411.67","2,415.26","2,409.43","2,412.91","2,412.91","3,20,31,60,000"
2017-05-26,"2,414.50","2,416.68","2,412.20","2,415.82","2,415.82","2,80,50,40,000"
2017-05-25,"2,409.54","2,418.71","2,408.01","2,415.07","2,415.07","3,53,53,90,000"
2017-05-24,"2,401.41","2,405.58","2,397.99","2,404.39","2,404.39","3,38,99,00,000"
2017-05-23,"2,397.04","2,400.85","2,393.88","2,398.42","2,398.42","3,21,35,70,000"
2017-05-22,"2,387.21","2,395.46","2,386.92","2,394.02","2,394.02","3,17,28,30,000"
2017-05-19,"2,371.37","2,389.06","2,370.43","2,381.73","2,381.73","3,82,51,60,000"
2017-05-18,"2,354.69","2,375.74","2,352.72","2,365.72","2,365.72","4,31,94,20,000"
2017-05-17,"2,382.95","2,384.87","2,356.21","2,357.03","2,357.03","4,16,30,00,000"
2017-05-16,"2,404.55","2,405.77","2,396.05","2,400.67","2,400.67","3,42,07,90,000"
2017-05-15,"2,393.98","2,404.05","2,393.94","2,402.32","2,402.32","3,47,36,00,000"
2017-05-12,"2,392.44","2,392.44","2,387.19","2,390.90","2,390.90","3,30,56,30,000"
2017-05-11,"2,394.84","2,395.72","2,381.74","2,394.44","2,394.44","3,72,74,20,000"
2017-05-10,"2,396.79","2,399.74","2,392.79","2,399.63","2,399.63","3,64,35,30,000"
2017-05-09,"2,401.58","2,403.87","2,392.44","2,396.92","2,396.92","3,65,35,90,000"
2017-05-08,"2,399.94","2,401.36","2,393.92","2,399.38","2,399.38","3,42,94,40,000"
2017-05-05,"2,392.37","2,399.29","2,389.38","2,399.29","2,399.29","3,54,01,40,000"
2017-05-04,"2,389.79","2,391.43","2,380.35","2,389.52","2,389.52","4,36,25,40,000"
2017-05-03,"2,386.50","2,389.82","2,379.75","2,388.13","2,388.13","3,89,39,90,000"
2017-05-02,"2,391.05","2,392.93","2,385.82","2,391.17","2,391.17","3,81,36,80,000"
2017-05-01,"2,388.50","2,394.49","2,384.83","2,388.33","2,388.33","3,19,92,40,000"
2017-04-28,"2,393.68","2,393.68","2,382.36","2,384.20","2,384.20","3,71,82,70,000"
2017-04-27,"2,389.70","2,392.10","2,382.68","2,388.77","2,388.77","4,09,84,60,000"
2017-04-26,"2,388.98","2,398.16","2,386.78","2,387.45","2,387.45","4,10,59,20,000"
2017-04-25,"2,381.51","2,392.48","2,381.15","2,388.61","2,388.61","3,99,52,40,000"
2017-04-24,"2,370.33","2,376.98","2,369.19","2,374.15","2,374.15","3,69,06,50,000"
2017-04-21,"2,354.74","2,356.18","2,344.51","2,348.69","2,348.69","3,50,33,60,000"
2017-04-20,"2,342.69","2,361.37","2,340.91","2,355.84","2,355.84","3,64,74,20,000"
2017-04-19,"2,346.79","2,352.63","2,335.05","2,338.17","2,338.17","3,51,99,00,000"
2017-04-18,"2,342.53","2,348.35","2,334.54","2,342.19","2,342.19","3,26,98,40,000"
2017-04-17,"2,332.62","2,349.14","2,332.51","2,349.01","2,349.01","2,82,47,10,000"
2017-04-13,"2,341.98","2,348.26","2,328.95","2,328.95","2,328.95","3,14,38,90,000"
2017-04-12,"2,352.15","2,352.72","2,341.18","2,344.93","2,344.93","3,19,69,50,000"
2017-04-11,"2,353.92","2,355.22","2,337.25","2,353.78","2,353.78","3,11,74,20,000"
2017-04-10,"2,357.16","2,366.37","2,351.50","2,357.16","2,357.16","2,78,54,10,000"
2017-04-07,"2,356.59","2,363.76","2,350.74","2,355.54","2,355.54","3,05,31,50,000"
2017-04-06,"2,353.79","2,364.16","2,348.90","2,357.49","2,357.49","3,20,19,20,000"
2017-04-05,"2,366.59","2,378.36","2,350.52","2,352.95","2,352.95","3,77,05,20,000"
2017-04-04,"2,354.76","2,360.53","2,350.72","2,360.16","2,360.16","3,20,62,40,000"
2017-04-03,"2,362.34","2,365.87","2,344.73","2,358.84","2,358.84","3,41,64,00,000"
2017-03-31,"2,364.82","2,370.35","2,362.60","2,362.72","2,362.72","3,35,41,10,000"
2017-03-30,"2,361.31","2,370.42","2,358.58","2,368.06","2,368.06","3,15,84,20,000"
2017-03-29,"2,356.54","2,363.36","2,352.94","2,361.13","2,361.13","3,10,69,40,000"
2017-03-28,"2,339.79","2,363.78","2,337.63","2,358.57","2,358.57","3,36,77,80,000"
2017-03-27,"2,329.11","2,344.90","2,322.25","2,341.59","2,341.59","3,24,02,30,000"
2017-03-24,"2,350.42","2,356.22","2,335.74","2,343.98","2,343.98","2,97,51,30,000"
2017-03-23,"2,345.97","2,358.92","2,342.13","2,345.96","2,345.96","3,26,06,00,000"
2017-03-22,"2,343.00","2,351.81","2,336.45","2,348.45","2,348.45","3,57,27,30,000"
2017-03-21,"2,379.32","2,381.93","2,341.90","2,344.02","2,344.02","4,26,55,90,000"
2017-03-20,"2,378.24","2,379.55","2,369.66","2,373.47","2,373.47","3,05,49,30,000"
2017-03-17,"2,383.71","2,385.71","2,377.64","2,378.25","2,378.25","5,17,80,40,000"
2017-03-16,"2,387.71","2,388.10","2,377.18","2,381.38","2,381.38","3,36,56,60,000"
2017-03-15,"2,370.34","2,390.01","2,368.94","2,385.26","2,385.26","3,90,68,40,000"
2017-03-14,"2,368.55","2,368.55","2,358.18","2,365.45","2,365.45","3,17,26,30,000"
2017-03-13,"2,371.56","2,374.42","2,368.52","2,373.47","2,373.47","3,13,39,00,000"
2017-03-10,"2,372.52","2,376.86","2,363.04","2,372.60","2,372.60","3,43,29,50,000"
2017-03-09,"2,363.49","2,369.08","2,354.54","2,364.87","2,364.87","3,71,63,40,000"
2017-03-08,"2,369.81","2,373.09","2,361.01","2,362.98","2,362.98","3,81,21,00,000"
2017-03-07,"2,370.74","2,375.12","2,365.51","2,368.39","2,368.39","3,51,83,90,000"
2017-03-06,"2,375.23","2,378.80","2,367.98","2,375.31","2,375.31","3,23,27,00,000"
2017-03-03,"2,380.92","2,383.89","2,375.39","2,383.12","2,383.12","3,55,52,60,000"
2017-03-02,"2,394.75","2,394.75","2,380.17","2,381.92","2,381.92","3,82,13,20,000"
2017-03-01,"2,380.13","2,400.98","2,380.13","2,395.96","2,395.96","4,34,51,80,000"
2017-02-28,"2,366.08","2,367.79","2,358.96","2,363.64","2,363.64","4,21,01,40,000"
2017-02-27,"2,365.23","2,371.54","2,361.87","2,369.75","2,369.75","3,58,26,10,000"
2017-02-24,"2,355.73","2,367.34","2,352.87","2,367.34","2,367.34","3,83,15,70,000"
2017-02-23,"2,367.50","2,368.26","2,355.09","2,363.81","2,363.81","4,01,52,60,000"
2017-02-22,"2,361.11","2,365.13","2,358.34","2,362.82","2,362.82","3,46,86,70,000"
2017-02-21,"2,354.91","2,366.71","2,354.91","2,365.38","2,365.38","3,57,97,80,000"
2017-02-17,"2,343.01","2,351.16","2,339.58","2,351.16","2,351.16","3,51,30,60,000"
2017-02-16,"2,349.64","2,351.31","2,338.87","2,347.22","2,347.22","3,67,23,70,000"
2017-02-15,"2,335.58","2,351.30","2,334.81","2,349.25","2,349.25","3,77,55,90,000"
2017-02-14,"2,326.12","2,337.58","2,322.17","2,337.58","2,337.58","3,52,09,10,000"
2017-02-13,"2,321.72","2,331.58","2,321.42","2,328.25","2,328.25","3,34,97,30,000"
2017-02-10,"2,312.27","2,319.23","2,311.10","2,316.10","2,316.10","3,47,50,20,000"
2017-02-09,"2,296.70","2,311.08","2,296.61","2,307.87","2,307.87","3,67,79,40,000"
2017-02-08,"2,289.55","2,295.91","2,285.38","2,294.67","2,294.67","3,60,97,40,000"
2017-02-07,"2,295.87","2,299.40","2,290.16","2,293.08","2,293.08","3,44,86,90,000"
2017-02-06,"2,294.28","2,296.18","2,288.57","2,292.56","2,292.56","3,10,90,50,000"
2017-02-03,"2,288.54","2,298.31","2,287.88","2,297.42","2,297.42","3,59,79,70,000"
2017-02-02,"2,276.69","2,283.97","2,271.65","2,280.85","2,280.85","3,80,77,10,000"
2017-02-01,"2,285.59","2,289.14","2,272.44","2,279.55","2,279.55","3,91,66,10,000"
2017-01-31,"2,274.02","2,279.09","2,267.21","2,278.87","2,278.87","4,08,74,50,000"
2017-01-30,"2,286.01","2,286.01","2,268.04","2,280.90","2,280.90","3,59,12,70,000"
2017-01-27,"2,299.02","2,299.02","2,291.62","2,294.69","2,294.69","3,13,58,90,000"
2017-01-26,"2,298.63","2,300.99","2,294.08","2,296.68","2,296.68","3,61,03,60,000"
2017-01-25,"2,288.88","2,299.55","2,288.88","2,298.37","2,298.37","3,84,60,20,000"
2017-01-24,"2,267.88","2,284.63","2,266.68","2,280.07","2,280.07","3,81,09,60,000"
2017-01-23,"2,267.78","2,271.78","2,257.02","2,265.20","2,265.20","3,15,27,10,000"
2017-01-20,"2,269.96","2,276.96","2,265.01","2,271.31","2,271.31","3,52,49,70,000"
2017-01-19,"2,271.90","2,274.33","2,258.41","2,263.69","2,263.69","3,16,59,70,000"
2017-01-18,"2,269.14","2,272.01","2,263.35","2,271.89","2,271.89","3,31,52,50,000"
2017-01-17,"2,269.14","2,272.08","2,262.81","2,267.89","2,267.89","3,58,49,90,000"
2017-01-13,"2,272.74","2,278.68","2,271.51","2,274.64","2,274.64","3,08,12,70,000"
2017-01-12,"2,271.14","2,271.78","2,254.25","2,270.44","2,270.44","3,46,21,30,000"
2017-01-11,"2,268.60","2,275.32","2,260.83","2,275.32","2,275.32","3,62,04,10,000"
2017-01-10,"2,269.72","2,279.27","2,265.27","2,268.90","2,268.90","3,63,87,90,000"
2017-01-09,"2,273.59","2,275.49","2,268.90","2,268.90","2,268.90","3,21,76,10,000"
2017-01-06,"2,271.14","2,282.10","2,264.06","2,276.98","2,276.98","3,33,98,90,000"
2017-01-05,"2,268.18","2,271.50","2,260.45","2,269.00","2,269.00","3,76,18,20,000"
2017-01-04,"2,261.60","2,272.82","2,261.60","2,270.75","2,270.75","3,76,48,90,000"
2017-01-03,"2,251.57","2,263.88","2,245.13","2,257.83","2,257.83","3,77,05,30,000"
2016-12-30,"2,251.61","2,253.58","2,233.62","2,238.83","2,238.83","2,67,09,00,000"
2016-12-29,"2,249.50","2,254.51","2,244.56","2,249.26","2,249.26","2,33,63,70,000"
2016-12-28,"2,270.23","2,271.31","2,249.11","2,249.92","2,249.92","2,39,23,60,000"
2016-12-27,"2,266.23","2,273.82","2,266.15","2,268.88","2,268.88","1,98,70,80,000"
2016-12-23,"2,260.25","2,263.79","2,258.84","2,263.79","2,263.79","2,02,05,50,000"
2016-12-22,"2,262.93","2,263.18","2,256.08","2,260.96","2,260.96","2,87,63,20,000"
2016-12-21,"2,270.54","2,271.23","2,265.15","2,265.18","2,265.18","2,85,22,30,000"
2016-12-20,"2,266.50","2,272.56","2,266.14","2,270.76","2,270.76","3,29,87,80,000"
2016-12-19,"2,259.24","2,267.47","2,258.21","2,262.53","2,262.53","3,24,83,70,000"
2016-12-16,"2,266.81","2,268.05","2,254.24","2,258.07","2,258.07","5,92,03,40,000"
2016-12-15,"2,253.77","2,272.12","2,253.77","2,262.03","2,262.03","4,16,82,00,000"
2016-12-14,"2,268.35","2,276.20","2,248.44","2,253.28","2,253.28","4,40,69,70,000"
2016-12-13,"2,263.32","2,277.53","2,263.32","2,271.72","2,271.72","3,85,75,90,000"
2016-12-12,"2,258.83","2,264.03","2,252.37","2,256.96","2,256.96","4,03,45,10,000"
2016-12-09,"2,249.73","2,259.80","2,249.23","2,259.53","2,259.53","3,88,44,80,000"
2016-12-08,"2,241.13","2,251.69","2,237.57","2,246.19","2,246.19","4,20,05,80,000"
2016-12-07,"2,210.72","2,241.63","2,208.93","2,241.35","2,241.35","4,50,18,20,000"
2016-12-06,"2,207.26","2,212.78","2,202.21","2,212.23","2,212.23","3,85,53,20,000"
2016-12-05,"2,200.65","2,209.42","2,199.97","2,204.71","2,204.71","3,89,52,30,000"
